user_id,recipe_id,rating
10905,13564,5
10905,18980,4
10905,16098,5
10905,7736,5
10905,84429,5
10905,12682,5
10905,7358,5
10905,6788,5
10905,14495,5
10905,18019,4
10905,26317,5
10905,7565,5
13956,8963,4
13956,6788,5
13956,9251,4
13956,18778,5
13956,21174,4
13956,14089,4
13956,76373,5
13956,19897,5
13956,13045,4
13956,21014,5
13956,23431,5
13956,16845,5
13956,14545,5
13956,222582,5
13956,25128,4
13956,10813,5
13956,16080,5
13956,17848,4
13956,19935,4
13956,20144,5
13956,17219,5
13956,49943,4
13956,8652,5
13956,32632,4
13956,8236,4
13956,8849,5
13956,15466,5
13956,12151,4
13956,24249,4
13956,18246,4
13956,26018,5
13956,11504,5
13956,15161,5
13956,17658,4
13956,9861,5
13956,25272,4
13956,17481,4
13956,9887,5
13956,23696,4
13956,16570,5
13956,24002,5
13956,19670,5
13956,15947,5
13956,50644,4
13956,7350,4
13956,46653,4
13956,14732,4
13956,9840,4
13956,14350,5
13956,23760,4
13956,15738,4
13956,10745,5
13956,72815,4
13956,24643,5
13956,24264,5
13956,14978,5
13956,223042,5
13956,15206,5
13956,23313,4
13956,108455,4
13956,10853,5
13956,23600,5
13956,16881,5
13956,14817,4
13956,11098,5
13956,6865,4
13956,15058,5
13956,8847,4
13956,8459,5
13956,24240,5
13956,50936,4
13956,24046,5
13956,21391,4
13956,16129,5
13956,7016,4
13956,8640,5
13956,16122,5
13956,9471,4
13956,24191,5
13956,20446,5
13956,14922,4
13956,24001,5
13956,70447,4
20839,145409,5
20839,25037,4
20839,7958,5
20839,41550,4
20839,16080,4
20839,71722,4
20839,13941,5
20839,25639,4
20839,15995,5
20839,12775,5
20839,219936,5
20839,9926,5
20839,14580,5
20839,22256,4
20839,84214,4
20839,16110,5
20839,214390,5
20839,14685,4
20839,6772,5
20839,33155,5
20839,84429,5
20839,74037,5
20839,163867,5
20839,57002,5
20839,80694,5
20839,9471,5
20839,12612,4
20839,13933,5
20839,18417,5
20839,44868,4
20839,137917,5
20839,163930,4
20839,229372,4
20839,233170,4
20839,70828,5
20839,14692,5
20839,25174,5
20839,56352,5
20839,9454,5
20839,16276,5
20839,20446,4
20839,69411,4
20839,7441,4
20839,26317,5
20839,34066,4
20839,24052,5
20839,68757,4
20839,126942,4
20839,26972,5
20839,214978,5
20839,137414,4
20839,35255,5
20839,16098,5
20839,107488,5
20839,28362,4
20839,12409,5
20839,11805,5
20839,214071,4
20839,42247,5
20839,19124,4
20839,25371,5
20839,221988,5
20839,35878,5
20839,12398,4
20839,164473,5
20839,10115,5
20839,24445,4
20839,12682,5
20839,220895,4
20839,84590,4
20839,20098,5
20839,10638,5
20839,6730,4
20839,13333,5
20839,240388,4
20839,223499,4
20839,53926,4
20839,70343,4
20839,17652,5
20839,17855,4
20839,18327,5
20839,25502,4
20839,24392,4
25072,17753,5
25072,8458,5
25072,50644,5
25072,9821,5
25072,6984,4
25072,67656,5
25072,8933,4
25072,18775,5
25072,8446,5
25072,93290,4
25072,37677,5
25072,14469,5
25072,18438,5
25072,10177,5
25072,8667,5
25072,23938,5
25072,52547,5
25072,25505,5
25072,14927,4
25072,14580,5
25072,11382,5
25072,17165,5
25072,23564,5
25072,14651,5
25072,24745,5
25072,12732,5
25072,9920,5
25072,24720,5
25072,12720,5
25072,7878,5
25072,8626,5
25072,7177,5
25072,14252,5
25072,15399,5
25072,7304,5
25072,51535,5
25072,10687,5
25072,19897,5
25072,9471,5
25072,17652,5
25072,10294,5
25072,26460,5
25072,10813,5
25072,19856,5
25072,26317,5
25072,17319,5
25072,56927,5
25072,11497,5
28643,16304,4
28643,13838,5
28643,20852,5
28643,20144,5
28643,15549,5
28643,14469,5
28643,21065,5
28643,16276,5
28643,17897,5
28643,14187,5
28643,23567,5
28643,16066,5
28643,44491,5
28643,8847,5
28643,14950,5
28643,20675,5
28643,142120,4
28643,8669,5
28643,25128,4
28643,10642,5
28643,56673,5
28643,16080,5
28643,17652,5
28643,18993,5
28643,12009,5
28643,11758,5
28643,9471,4
28643,19897,4
28643,13218,5
28643,15184,5
28643,17227,4
28643,19017,5
28643,10813,5
28643,21391,5
28643,26085,5
28643,161916,5
28643,48156,5
28643,16884,4
28643,14445,5
28643,10685,5
28643,25155,5
28643,19009,5
28643,16259,5
28643,13386,5
28643,16723,5
28643,10222,5
28643,16239,5
28643,13717,5
28643,7985,5
28643,7177,5
28643,10687,5
28643,14276,5
28786,7995,4
28786,12604,5
28786,11967,5
28786,8839,5
28786,8652,5
28786,17252,5
28786,12974,5
28786,12733,5
28786,12196,5
28786,202656,4
28786,16409,5
28786,14950,5
28786,24059,5
28786,18789,4
28786,17227,5
28786,8669,5
28786,22137,5
28786,24843,5
28786,22163,4
28786,44470,5
28786,13424,4
28786,21398,5
28786,16086,5
28786,8551,5
28786,8047,5
28786,11798,5
28786,12869,5
28786,42586,5
28786,48036,4
28786,16246,5
28786,10454,4
28786,8565,5
28786,20498,5
28786,22691,5
28786,13483,5
28786,12720,5
28786,8101,5
28786,25321,5
28786,14464,5
28786,8667,5
28786,14713,5
28786,16189,5
28786,17652,4
28786,223042,5
28786,14276,5
28786,26460,5
28786,19649,5
28786,11965,4
28786,18497,4
28786,25258,4
28786,8881,5
28786,19389,5
28786,26740,4
28786,13062,4
28786,14679,5
28786,18423,5
28786,14510,5
28786,24532,5
28786,16427,5
28786,16276,5
28786,19017,5
28786,16593,5
28786,16940,5
28786,13913,5
28786,18775,5
28786,70343,4
28786,15206,5
28786,12009,5
28786,19897,4
28786,15184,5
28786,21261,5
28786,23384,5
28786,25700,4
28786,14354,5
28786,10595,5
28786,12690,5
28786,11790,5
28786,15019,5
28786,13345,5
28786,7415,4
28786,14495,4
28786,14690,4
28786,76043,5
28786,55872,5
28786,205616,5
28786,13023,5
28786,14140,4
28786,16066,5
28786,6865,5
28786,25303,5
28786,13517,4
28786,13804,5
28786,19009,5
28786,21561,4
28786,14039,5
28786,9377,4
31529,18835,5
31529,11894,5
31529,26626,5
31529,100606,5
31529,17897,5
31529,45954,5
31529,35963,5
31529,244690,5
31529,24681,5
31529,18217,5
31529,12409,5
31529,33676,5
31529,245922,5
31529,10549,5
31529,13045,5
31529,26460,5
31529,212688,5
31529,19368,5
31529,23617,5
31529,14041,5
31529,24264,5
31529,11914,5
31529,12918,5
31529,27205,5
31529,13041,5
31529,141678,5
31529,40399,4
31529,25150,5
31529,16332,5
31529,104806,5
31529,56927,5
31529,8694,5
31529,14285,5
31529,10497,4
31529,52547,5
31529,22490,5
31529,21391,5
31529,11671,5
31529,25203,5
31529,22230,5
31529,151249,5
31529,26317,5
31529,8650,5
31529,38838,5
31529,26614,5
31529,218361,5
31529,237996,5
31529,16091,5
31529,83097,5
31529,80525,5
31529,16881,5
31529,9462,5
31529,73634,5
31529,150306,5
31529,11726,5
31529,55872,5
31529,26616,4
31529,8269,5
31529,16066,5
31529,75947,5
31529,17838,5
31529,8532,5
31529,26819,5
31529,17227,5
31529,81108,4
31529,8493,4
31529,24059,5
31529,14629,5
31529,229566,4
31529,11802,5
31529,10462,5
31529,14746,5
31529,23441,5
31529,17635,5
31529,16129,5
31529,142972,5
31529,20317,5
31529,9471,5
31529,34913,5
31529,217842,5
31529,14556,5
31529,26660,5
31529,14831,5
31529,53075,5
31529,11864,5
31529,8853,5
31529,25160,5
31529,14595,5
31529,19928,5
31529,86096,5
31529,43946,5
31529,13062,4
31529,57148,5
31529,22298,5
31529,221162,5
31529,70343,5
31529,8647,5
31529,19291,5
31529,233748,5
31529,11967,5
31529,53729,5
31529,21597,5
31529,8805,5
31529,14944,5
31529,24202,5
31529,42067,5
31529,16239,5
31529,12974,5
31529,29798,5
31529,99044,4
31529,17935,5
31529,14276,5
31529,24378,5
31529,24740,5
31529,24789,5
31529,16439,5
31529,46653,5
31529,14706,5
31529,10917,5
31529,134079,5
31529,7402,5
31529,8652,5
31529,7998,5
31529,14631,5
31529,24445,5
31529,231448,5
31529,6984,5
31529,17794,5
31529,17926,5
31529,142170,4
31529,14685,5
31529,71283,5
31529,169789,5
31529,98579,4
31529,16967,4
31529,92462,5
31529,221295,5
31529,14146,5
34237,46395,5
34237,9999,5
34237,25068,4
34237,15679,4
34237,8323,5
34237,10642,5
34237,7177,5
34237,10033,5
34237,21014,4
34237,8388,4
34237,12409,5
34237,12181,5
34237,7441,5
34237,113131,5
34237,20096,5
34237,78528,5
34237,10637,5
34237,9673,5
34237,16773,4
34237,6788,5
34237,19115,5
34237,8963,4
34237,26018,5
34237,25112,5
34237,140588,5
34237,19108,5
34237,12412,4
34237,10497,5
34237,12701,5
34237,25091,5
34237,91810,5
34237,8072,5
34237,7307,5
34237,23404,4
34237,216388,4
34237,114417,5
34237,12142,5
34237,43941,4
34237,80773,5
34237,11331,5
34237,8214,5
34237,17481,4
34237,12151,5
34237,10754,5
34237,25789,5
34237,10687,5
34237,11341,5
34237,20928,5
34237,40180,4
34237,76594,5
34237,9870,5
34237,137414,5
34237,11423,4
34237,20171,5
34237,70624,5
34237,24059,5
34237,14137,5
34237,17456,5
34237,237147,5
34237,78741,4
34237,10813,5
34237,24507,5
34237,231523,5
34237,19079,5
34237,7612,5
34237,10776,5
34237,11973,4
34237,25652,5
34237,9764,5
34237,7350,4
34237,10118,5
34237,43334,5
34237,18286,4
34237,22440,5
34237,24445,5
34237,19213,5
34237,88817,4
34237,8384,5
34237,8268,5
34237,7969,5
34237,14497,5
34237,11646,5
34237,56673,4
34237,9471,5
34237,17006,5
34237,45397,5
34237,27026,5
34237,11504,4
34237,15738,4
34237,33647,5
34237,8236,5
34237,126942,4
34237,20144,5
34237,20611,5
34237,16354,4
34237,6698,5
34237,17652,4
34237,11223,5
34237,17165,5
34237,9432,4
34237,22728,5
34237,8173,4
34237,9745,5
34237,27222,4
34237,23766,5
34237,10402,5
34237,22991,5
34237,9926,5
34237,8333,5
34237,69960,4
34237,69826,4
34237,220125,5
34237,13218,5
34237,9362,5
34237,9111,5
34237,232191,5
34237,21702,5
34237,25128,5
34237,9861,5
34237,17289,4
34237,13564,4
34237,8030,4
34237,22890,5
34237,67656,5
34237,22724,4
34237,164205,5
34237,54918,5
34237,143255,5
34237,17794,4
34929,13838,5
34929,162438,4
34929,27838,5
34929,23702,4
34929,26703,4
34929,223042,4
34929,51301,5
34929,7565,4
34929,65250,5
34929,8933,4
34929,26740,5
34929,214667,4
34929,10402,5
34929,21766,5
34929,16853,4
34929,15995,5
34929,219919,5
34929,16665,5
34929,74694,5
34929,15715,5
34929,214182,5
34929,8652,5
34929,8626,5
34929,15184,5
34929,8333,5
34929,11242,4
34929,13384,4
34929,24059,5
34929,14692,4
34929,19670,5
34929,14940,5
34929,6788,5
34929,16871,5
34929,51535,5
34929,9471,4
34929,6947,5
34929,127491,5
34929,6725,5
34929,44491,5
34929,9903,5
34929,84774,4
34929,22755,5
34929,10917,5
34929,21391,5
34929,12682,5
34929,15820,5
34929,8819,4
34929,17006,5
34929,7985,5
34929,9999,5
34929,35756,5
34929,50042,4
34929,9838,5
34929,17122,5
34929,13567,5
34929,150317,5
34929,19307,4
34929,24445,5
34929,201964,5
34929,16129,5
34929,77351,5
34929,14318,5
34929,15142,5
34929,25160,5
34929,14830,5
34929,25371,4
34929,16348,4
34929,20256,4
34929,14967,5
34929,215601,4
34929,16573,5
34929,25037,5
34929,14231,5
34929,8541,4
34929,21261,4
34929,22943,4
34929,22724,5
34929,18874,5
34929,9362,5
34929,12481,5
34929,67656,4
34929,25091,4
34929,12155,5
34929,10790,5
34929,25572,5
34929,14350,5
34929,8465,5
34929,12971,4
34929,17319,5
34929,19897,5
34929,26819,4
34929,12343,4
34929,14415,5
34929,25075,4
34929,25112,5
34929,202463,5
34929,24332,5
34929,10642,5
34929,26460,5
34929,13023,5
34929,14146,4
35215,90044,5
35215,15093,5
35215,161436,5
35215,150141,5
35215,16956,5
35215,12181,5
35215,13903,5
35215,24976,5
35215,10177,5
35215,150251,5
35215,199476,5
35215,25091,4
35215,16348,4
35215,13108,4
35215,20846,4
35215,13564,5
35215,18438,5
35215,16293,5
35215,34613,5
35215,8236,5
35215,23967,5
35215,21694,5
35215,16383,5
35215,72133,4
35215,12316,5
35215,14231,5
35215,12196,4
35215,26019,5
35215,14685,5
35215,8350,5
35215,14276,5
35215,23148,4
35215,16573,5
35215,19017,5
35215,6865,5
35215,7322,5
35215,127491,4
35215,73594,5
35215,22298,5
35215,51283,5
35215,11892,5
35215,10549,5
